timestamp,tweet
2020-02-12 14:08:28,RT @Market_Screener: Vodafone : joins Mobile World Congress exodus #Vodafone #Stock #MarketScreener https://t.co/zBcDn6rtrg https://t.co/t8…
2020-02-12 13:33:20,Vodafone : joins Mobile World Congress exodus #Vodafone #Stock #MarketScreener https://t.co/zBcDn6rtrg https://t.co/t8CWHNirr6
2020-02-12 13:32:47,@VodafoneIreland @VodafoneIreland I have DM'd you about this issue - can I expect a response from you today? #Vodafone #vodafonedown
2020-02-12 13:28:10,"RT @FinancialXpress: #Vodafone makes its cheapest data plan more lucrative, offers unlimited calling - check details https://t.co/gmPz4t3Ec…"
2020-02-12 13:23:57,"@Thanseer_tvm Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/FlYhemqxJe"
2020-02-12 13:20:06,❗ We look at the market-moving events that have shaped equity markets last week on https://t.co/wsFCwmXdYb ❗… https://t.co/63abkkXsXo
2020-02-12 13:16:02,"@SiddharthM_ Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to u… https://t.co/plbkQWHiQo"
2020-02-12 13:15:33,"@VodafoneIN #Vodafone #Delhi 
Internet Speed of Vodafone Delhi.Please don't buy vodafone Sim card in Delhi.Vodafone… https://t.co/M7Hc2gkNxB"
2020-02-12 13:02:15,"Looking for the new Samsung phone pop into one of my stores to pre order one  

@ashtonarcades @CSHydeshopping… https://t.co/GoG17DPjfR"
2020-02-12 13:02:01,We second that @LalitaSingh_VF and thanks to the folks at #Vodafone helping us stay connected with our clients whic… https://t.co/tzXqTOUOjM
2020-02-12 12:59:45,RT @TechnoVlogy: #VODAFONE RS 129 PREPAID PLAN VALIDITY INCREASED WITH 24 DAYS VALIDITY https://t.co/6FcvyE03uC
2020-02-12 12:57:19,#VODAFONE RS 129 PREPAID PLAN VALIDITY INCREASED WITH 24 DAYS VALIDITY https://t.co/6FcvyE03uC
2020-02-12 12:40:56,"@DGStormtrooper Not sure, might jump to #Vodafone?  All my friends seem to get much better deals &amp; offers! Who you with!"
2020-02-12 12:15:44,"@kj_chauhan Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us… https://t.co/zQrTv8aofu"
2020-02-12 12:14:46,Look👀 #Apple #iPhone 6S #UNLOCKED #AllNetworks #EE #O2 #VODAFONE #VODA #GIFFGAF #VIRGIN #VIRGINNETWORK #THREE… https://t.co/WaHTe3rQKo
2020-02-12 12:14:45,"@robinNthacker Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/qlmvEk2Dw5"
2020-02-12 11:53:12,"#Vodafone Rs 129, Rs 199 prepaid plans revised: Check full details https://t.co/H7fju1UZIK https://t.co/GS0mZLkcY7"
2020-02-12 11:50:48,@harrismonkey So that’s where #vodafone have put all of their transmitters!
2020-02-12 11:47:41,Security starts in your supply chain and your infrastructure. Everything else relies on that. #huawei #vodafone… https://t.co/XN2AMjL8bf
2020-02-12 11:46:09,"RT @idealstock: https://t.co/uTNUTZMA2K
Share market update: #Telecom shares down; #Vodafone #Idea falls 6%"
2020-02-12 11:44:53,"RT @Victor40155203: @Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to than…"
2020-02-12 11:44:29,"RT @MrOlamide5: @Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed…"
2020-02-12 11:30:06,"And done from 19.1 up to 20.1! 

Fun fact, due to an ISP disorder #vodafone , I was unable to help my sister for a… https://t.co/UE0q6o6GPY"
2020-02-12 11:20:11,@ndtvindia Why would anyone pay anything to @VodafoneIN which has #ZeroNetwork ? Worst #Vodafone
2020-02-12 11:13:42,"RT @Victor40155203: @Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to than…"
2020-02-12 11:13:39,"RT @MrOlamide5: @Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed…"
2020-02-12 11:12:36,Join us &amp; the @VolumeLtd Volume QBox Team in Düsseldorf with @VodafoneGroup. #TOBi is the Vodafone Digital Assistan… https://t.co/OpmwVqa24K
2020-02-12 11:07:57,"@thesachinnair Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/kXEVeMQBpf"
2020-02-12 10:58:35,@VodafoneIN With this kind of customer orientation it's impossible to survive &amp; no wonder why @VodafoneIN shares cr… https://t.co/7lc3yVn4I2
2020-02-12 10:53:54,"@rooshindalal Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/vdls8mbola"
2020-02-12 10:52:38,"#Vodafone Netherlands to introduce 5G-ready subscriptions, unlimited data in March https://t.co/v13ezrQflb"
2020-02-12 10:48:24,#Vodafone #ideas all of sudden my num has stopped wkg. airtel informed me that old network provider has blocked all… https://t.co/UKZEY1zCTl
2020-02-12 10:46:37,@VodafoneIN Got this same bot message last time as well. And your customer care accused me of downloading games on… https://t.co/9xhXfun31A
2020-02-12 10:43:29,"#Vodafone Unveils New Plans In India https://t.co/x3M4MrIFgc

#Android, #news, #smartphones, #like4like,… https://t.co/s9ROnA4PEy"
2020-02-12 10:42:33,"#Vodafone Unveils New Plans In India https://t.co/dB37UxdjNH

#Android, #news, #smartphones, #like4like,… https://t.co/HyyoCY6ioY"
2020-02-12 10:34:46,What's the point of spending 100s for top up/prepaid recharge if you can't use it? After every recharge there's a V… https://t.co/VabwWcjhnG
2020-02-12 10:30:50,This is the 5th tym @VodafoneIN has deducted Rs. 49 from my balance. They name it VAS. I've never turned on mobile… https://t.co/cTBz2Izzqa
2020-02-12 10:30:33,#watchdog #Ofcom #Vodafone #youtubead Vodafone are allowing third party 'scam' sites to take money via your Vodafon… https://t.co/I4Y4HybztJ
2020-02-12 10:29:00,"RT @Victor40155203: @Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to than…"
2020-02-12 10:28:36,"@Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to… https://t.co/FUWRNXIeDw"
2020-02-12 10:23:04,"RT @MrOlamide5: @Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed…"
2020-02-12 10:22:54,"@Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while,… https://t.co/6B6fdgd1PG"
2020-02-12 10:22:40,"@in_avinashkumar Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back… https://t.co/R5kavipd6N"
2020-02-12 10:18:50,"@Madan10526925 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/sXTvBQXHRv"
2020-02-12 10:17:50,"@rajesh_sama Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to u… https://t.co/N4V73xQilq"
2020-02-12 10:07:43,"@mondalarif2 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to u… https://t.co/1zmQ8wcBjV"
2020-02-12 10:04:41,"@airtelbank Sent you my number.Please let me know whats the process.
#fail #vodafone #worst #telecom #service @VodafoneIN"
2020-02-12 09:57:53,"RT @vodafone_de: #TOBi is the Vodafone Digital Assistant (much more than just a Bot!), and our TOBi is hosting a 24h #Hackathon in the #Vod…"
2020-02-12 09:52:49,"@hussain082 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us… https://t.co/G1RFfKWFej"
2020-02-12 09:50:56,"Getting calls from United Kingdom. 
Ye telecom companies kisko kisko data bechti hain ? #Vodafone https://t.co/caWCA1o3YZ"
2020-02-12 09:48:54,"@gaurav363636gv Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back t… https://t.co/aSaqSzWo0k"
2020-02-12 09:48:52,"#Vodafone makes its cheapest data plan more lucrative, offers unlimited calling - check details… https://t.co/jfaqtdIRX0"
2020-02-12 09:45:58,"@pratseek Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us i… https://t.co/g2T31b5I4G"
2020-02-12 09:35:16,Thanks for the treats @VodafoneUK. The perks of being a Vodafone Partner!🙂 #Vodafone #freebies #treats #partner… https://t.co/oOe4ESdiRe
2020-02-12 09:34:41,NEW #SAMSUNG GALAXY #S20 SERIES AVAILABLE TO PRE-ORDER AT #VODAFONE UK https://t.co/JjFx62jUDq #electronics
2020-02-12 09:23:11,"#Vodafone 
Horrible service provider ...can't hear through any phone call clearly today
What is the issue ??"
2020-02-12 09:22:27,#ConnectingAfrica: @Vodacom will take over the management of @VodafoneGhana from April. #Vodafone #Vodacom… https://t.co/PTsulirV2N
2020-02-12 09:21:33,"@santoshaluvala Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back t… https://t.co/ca2DGSniVN"
2020-02-12 09:14:36,"If you love to win, @bestodd9 is the best man to help you. @bestodd9 don't know how to thank you again, may the lor… https://t.co/Mxf7vDUskk"
2020-02-12 09:11:52,"Massive #DSL-#Störungen bei #Telekom, #Vodafone, #O2, 1 https://t.co/4qDAuXzGuy via @PCWELT"
2020-02-12 09:08:44,"In a nutshell, I must say thank you for this great win. @bestodd9 You have within a short while, changed my lifesto… https://t.co/gV7tN0GS95"
2020-02-12 09:03:46,"Kindly solve my data Speed issue, as i tried your customer care email, toll free number, visiting Store.I  just got… https://t.co/0wLEhwPeBG"
2020-02-12 09:00:16,"RT @Adhiambomarvel1: If you love to win, @joshua_fixed is the best man to help you. @joshua_fixed don't know how to thank you again, may th…"
2020-02-12 08:59:20,"If you love to win, @joshua_fixed is the best man to help you. @joshua_fixed don't know how to thank you again, may… https://t.co/PCu1GcMPZ5"
2020-02-12 08:54:47,"RT @SarafiWeesem: In a nutshell, I must say thank you for this great win. @joshua_fixed have within a short while, changed my lifestory and…"
2020-02-12 08:50:54,"In a nutshell, I must say thank you for this great win. @joshua_fixed have within a short while, changed my lifesto… https://t.co/3FzlrX7Xu8"
2020-02-12 08:31:11,SmartWorld News Podcast – 11 febbraio 2020#pcexpander #cybernews #android #samsung #lg #nokia #huawei #honor… https://t.co/7u4ElpTKqy
2020-02-12 08:30:12,"@GarryWhite looks at the events that have shaped markets last week, including: #coronavirus #nCoV #China #business… https://t.co/Bc2FOECCbt"
2020-02-12 08:18:02,"RT @NGSophia3: If you love to win, @winning_odd is the best man to help you. @winning_odd don't know how to thank you again, may the lord r…"
2020-02-12 08:17:43,"If you love to win, @winning_odd is the best man to help you. @winning_odd don't know how to thank you again, may t… https://t.co/g7eBfbmN9z"
2020-02-12 08:05:32,"RT @PastorAde4: In a nutshell, I must say thank you for this great win. @winning_odd have within a short while, changed my lifestory and fo…"
2020-02-12 08:05:27,"In a nutshell, I must say thank you for this great win. @winning_odd have within a short while, changed my lifestor… https://t.co/8CidGsJCmF"
2020-02-12 07:45:18,"RT @Obinna24192625: In a nutshell, I must say thank you for this great win. @THEPRINCEFIXED have within a short while, changed my lifestory…"
2020-02-12 07:44:13,"In a nutshell, I must say thank you for this great win. @THEPRINCEFIXED have within a short while, changed my lifes… https://t.co/V3Hxfi5Zw5"
2020-02-12 07:25:32,@Airtel_Presence #airtelthanks  for guiding me to port from @Airtel_Presence  to @VodafoneIN ... fed up with your 5… https://t.co/zzEmZV2Ef1
2020-02-12 07:09:29,#IoTicker Network failure in almost all networks for communication in #Germany. Whoever has set on #Single #Source… https://t.co/ZhI6axsVLS
2020-02-12 07:04:40,@VodafoneIN  what's BASIC profit in playing your advertising audio before ringing any #Vodafone user cell number wh… https://t.co/M6pUp1wzNj
2020-02-12 07:03:42,@ahmednasirlaw @makaumutua @WehliyeMohamed @DavidNdii @alykhansatchu #Vodafone care to explain how 10% stake was gi… https://t.co/fDpJLMMekU
2020-02-12 07:01:18,"If you love to win, @Donald__arena is the best man to help you. @Donald__arena don't know how to thank you again, m… https://t.co/tZ5OVIedog"
2020-02-12 06:56:09,@Airtel_Presence I don't want your help anymore bcoz I hv alrdy decided 2 port my no. to #Vodafone .
2020-02-12 06:55:24,"In a nutshell, I must say thank you for this great win. @Donald__arena have within a short while, changed my lifest… https://t.co/K7ps434kFI"
2020-02-12 06:45:00,"#Vodafone teamed up with OX Fitness, one of the leading gyms in #Qatar, to offer the country’s first Virtual Realit… https://t.co/aSp9JKx0cJ"
2020-02-12 06:42:32,"GAME WON

IF YOU ARE INTERESTED IN OUR FIXED MATCH TODAY

CALL OR WHATSAPP +2348176784291

#UnderTheSheets #Samsung… https://t.co/QE948j2ECC"
2020-02-12 06:40:41,RT @3g4gUK: Operator Watch Blog: Iceland getting ready for the year of 5G - https://t.co/ypLNVdD6zr #3G4G5G #Nova #Siminn #Vodafone #Ericss…
2020-02-12 06:40:39,"RT @JudeOkoro12: If you love to win, @Betfixed12 is the best man to help you. @Betfixed12 don't know how to thank you again, may the lord r…"
2020-02-12 06:39:29,"RT @PastorAde17: In a nutshell, I must say thank you for this great win. @Betfixed12 You have within a short while, changed my lifestory an…"
2020-02-12 06:36:28,"In a nutshell, I must say thank you for this great win. @Betfixed12 You have within a short while, changed my lifes… https://t.co/Oc7FI64mS9"
2020-02-12 06:34:45,"RT @PastorAde16: In a nutshell, I must say thank you for this great win. @sureodds_fixed have within a short while, changed my lifestory an…"
2020-02-12 06:34:13,"If you love to win, @Betfixed12 is the best man to help you. @Betfixed12 don't know how to thank you again, may the… https://t.co/dpVs0UuYjo"
2020-02-12 06:30:57,"@goin_bonkers99 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back t… https://t.co/PEJKsi7jTr"
2020-02-12 06:28:00,@VodafoneIN Pathetic service.Wanted to port number.Its been 6 days.Still not done.Dont want to go with you anymore.… https://t.co/bbp779d1jG
2020-02-12 06:25:45,"In a nutshell, I must say thank you for this great win. @sureodds_fixed have within a short while, changed my lifes… https://t.co/ivMuAo23Ti"
2020-02-12 06:13:29,Vodafone services sucks alot . If you can't handle your customers then whats the need to be in market ? #Vodafone  #vodafoneservices
2020-02-12 06:07:28,"https://t.co/uTNUTZMA2K
Share market update: #Telecom shares down; #Vodafone #Idea falls 6%"
2020-02-12 05:51:17,"@DoT_India @VodafoneIN Thank you.
However #Vodafone is saying ""No further coverage enhancement feasible"".
Which is… https://t.co/GidifHzsuM"
2020-02-12 05:42:42,"Kind request to Honble Minister Shri @rsprasad.
Suffering from almost zero performance by #Vodafone #Idea indoors i… https://t.co/Q6FrsvjjCu"
2020-02-12 05:39:44,"@agrima_nagar Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/Gb3mejmdSI"
2020-02-12 05:05:23,"#vodafoneidea #vodafone #mumbai 
@vodafoneIn
Network issues on 4g network"
2020-02-12 04:48:26,@VodafoneIN @VodafoneGroup @Idea @Airtel_Presence @airtelindia because of your system issue  my number got disconne… https://t.co/o3b4MHl3Xp
2020-02-12 04:41:09,"What's going on @VodafoneIN ?
From the past 3days there is no internet on my so called 4G vodafone network. This is… https://t.co/TbOW5i9fJk"
2020-02-12 04:27:04,"@VodafoneIN Any update @VodafoneIN ... Or you are proving your self as a worst Network provider 
#Vodafone 👎🏻"
2020-02-12 04:05:05,"@inikhilrk Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us… https://t.co/S3g5BhxHWB"
2020-02-12 04:04:34,What is going on with the @vodafone network? The internet speeds are abysmal and connection is constantly dropping… https://t.co/3zbbYoClOQ
2020-02-12 03:11:51,So some idiot at @VodafoneAU turned off my automatic debit for my bill... and then they start harassing me when the… https://t.co/EHX5LXm73B
2020-02-12 02:50:21,When work gets too serious..! #Vodafone https://t.co/JliOUnP0wO
2020-02-12 02:25:57,"@Muthukumar1970 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back t… https://t.co/qMarxRUJUc"
2020-02-12 01:43:28,#vodafone is not great in #Surrey https://t.co/452PGhmr9l
2020-02-12 01:19:50,"RT @anotherdeep: @VodafoneIN Facing severe QoS issues on #Vodafone indoors at our residence in Patiala (Punjab).
Voice calls are unclear wh…"
2020-02-12 01:19:37,RT @anotherdeep: @VodafoneIN Have been complaining since November 2017. But #Vodafone unable to address the problem.
2020-02-12 01:19:19,"RT @anotherdeep: indoor problem on #vodafone. Complained many times but still bad. Voda tech/network team unreliable, #unhappyToHelp. Serio…"
2020-02-12 01:16:04,"@VodafoneIN Dear @DoT_India @trai,
Can #Vodafone be barred from operating in our city and #Punjab?
Given their inab… https://t.co/YCKrb3CQkC"
2020-02-12 01:13:35,"""No further coverage enhancement feasible"" says @VodafoneIN @Idea

#Voicecalls unclear indoors.
#4G #Data (… https://t.co/B81TJ0It32"
2020-02-11 23:35:03,"Decrease in gold prices and Vodafone prepaid recharges.
.
.
.
Hope people get benefits from this. 
.
.
.
#12feb2020… https://t.co/pepWjd1aFq"
2020-02-11 23:31:56,"RT @JPMichenaud: ""The challenge was a #transition from #SAP to @oracle #ERP &amp; #HCM #Cloud in 5 months!"" Gary Barnes SVP @EvosysOracle about…"
2020-02-11 23:24:52,@VodafoneUK Have never been able to access Very Me Rewards and despite you sending my query to your tech team on 20… https://t.co/Bn53NrMGWd
2020-02-11 23:14:32,#Vodafone is the latest partner to bail from #Facebook's Libra project | read: https://t.co/tmO4uBTxX8 | #Asia #Ict… https://t.co/PzWru5c9eT
2020-02-11 22:32:40,#Vodafone Qatar activities blend technology and sports  https://t.co/Q1qaYNJdPV
2020-02-11 22:30:41,"RT @QubitiLtd: Maximise your SME’s mobile data usage. Find a #mobiletariff that allows all staff to share data - https://t.co/PZ0JiFMxX4

#…"
2020-02-11 22:16:19,RT @sdxtech: Verizon Broadens 5G Lab Footprint to London https://t.co/dejs34veKx #5g #breakingnews #edgecomputing #ktcorp.(koreatelecom) #r…
2020-02-11 21:15:47,"RT @VolumeLtd: #TOBi is the Vodafone Digital Assistant (much more than just a Bot!), and TOBi is hosting a 24 hour #Hackathon in the #Vodaf…"
2020-02-11 21:10:12,Trying to sign up to vodafone broadband. Keep missing calls from customer care as they call me while I'm at work. R… https://t.co/6W9FRofKJJ
2020-02-11 20:39:39,"Wow, today I got a scam call from someone who pretended to be from Vodafone. They had my full name and complete tar… https://t.co/FCsnykd5DW"
2020-02-11 20:15:39,"My guess at network prices on the new #samsungs20ultra #SamsungEvent

#ee 70 per month. £150 for handset.
#vodafone… https://t.co/R4HpVb4eZj"
2020-02-11 19:20:10,#Vodafone  useless
2020-02-11 19:19:54,"@SurajBaba018 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/DuH5tIs2r1"
2020-02-11 19:08:08,@VodafoneIN #Vodafone that you must understand when somebody has followed your customer care so many times since la… https://t.co/qqakoCal4O
2020-02-11 18:56:54,@VodafoneUK #Vodafone shameful customer service...I could not understand what Eman was saying and her response was ‘it’s not my problem’
2020-02-11 18:55:27,"@Amit02300192 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/FiCdF2U2Id"
2020-02-11 18:53:55,"RT @Shreedh63894566: Cost to maintain a mobile number is going up, from free incoming to Rs.49 recharge, that to with bad services.
Indoor…"
2020-02-11 18:45:21,"Cost to maintain a mobile number is going up, from free incoming to Rs.49 recharge, that to with bad services.
Indo… https://t.co/W4cG6MRtld"
2020-02-11 18:29:38,(EN) #Vodafone #Romania revenues increased by 2% compared to last year https://t.co/qY8oXOeoIf via @Money Buzz! Europa
2020-02-11 18:10:53,"@VodafoneUK It’s been 7 months by now, and I kept talking to various #Vodafone teams. So far, what I saw in Vodafon… https://t.co/V7vWqZCmnA"
2020-02-11 18:06:58,"@Adi_Srvtv Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us… https://t.co/nP654W4Jcj"
2020-02-11 17:52:52,@VodafoneIN @VodafoneGroup you surely know how to provide the shittiest of services with an audacity of overchargin… https://t.co/fPeNpf1STi
2020-02-11 17:30:58,"@ajayjmvd Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us i… https://t.co/yNxSvnBlZp"
2020-02-11 17:25:08,"@VodafoneIN duniya ka sbse chutiya network!
you can resolve your network issues by selling your company to… https://t.co/uREnD1LT56"
2020-02-11 17:14:27,"@MandarSham Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us… https://t.co/u1HwqSI2e6"
2020-02-11 17:06:53,@VodafoneIreland could a team member of #Vodafone please make contact with me. Phone remains to have issues ...
2020-02-11 17:06:02,"""The challenge was a #transition from #SAP to @oracle #ERP &amp; #HCM #Cloud in 5 months!"" Gary Barnes SVP… https://t.co/YUNW3F4SbC"
2020-02-11 17:01:01,"Vodafone announces new cheaper recharge plan

₹499 prepaid recharge plan, the consumers can avail themselves of 1.5… https://t.co/7okJHiTI0q"
2020-02-11 16:53:57,"@SamrendrSingh Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to… https://t.co/tkbT313786"
2020-02-11 16:48:13,Why do #vodafone find the need to phone me all the time 😠 I'm not interested in your offers 😠 fuck off!!
2020-02-11 16:46:58,"@R_gupta_7 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us… https://t.co/8McihFUAMs"
2020-02-11 16:40:13,"RT gizbot ""Vodafone Paytm Cashback Offer: How To Get Benefits Up To Rs. 2,500

#Vodafone #PaytmCashback 

https://t.co/gPk4E32718"""
2020-02-11 16:36:12,"RT @VolumeLtd: #TOBi is the Vodafone Digital Assistant (much more than just a Bot!), and TOBi is hosting a 24 hour #Hackathon in the #Vodaf…"
2020-02-11 16:30:00,"Vodafone Paytm Cashback Offer: How To Get Benefits Up To Rs. 2,500

#Vodafone #PaytmCashback 

https://t.co/p3cvEJwgE2"
